"Line","Chapter","Subsection","Problem","Start"
"929","Chapter 2: Solving Linear Equations ","The Idea of Elimination","19","Which number $q$ makes this system singular and which right side $t$ gives it infinitely many solutions? Find the solution that has $z = 1$."
"938","Chapter 2: Solving Linear Equations ","The Idea of Elimination","20","Three planes can fail to have an intersection point, even if no planes are parallel. The system is singular if row 3 of $A$ is a \underline{\hspace{3em}} of the first two rows. Fin..."
"940","Chapter 2: Solving Linear Equations ","The Idea of Elimination","21","Find the pivots and the solution for both systems ($A\boldsymbol{x} = \boldsymbol{b}$ and $K\boldsymbol{x} = \boldsymbol{b}$):"
"959","Chapter 2: Solving Linear Equations ","The Idea of Elimination","22","If you extend Problem 21 following the $1,2,1$ pattern or the $-1,2,-1$ pattern, what is the fifth pivot? What is the $n$th pivot? $K$ is my favorite matrix."
"961","Chapter 2: Solving Linear Equations ","The Idea of Elimination","23","If elimination leads to $x + y = 1$ and $2y = 3$, find three possible original problems."
"963","Chapter 2: Solving Linear Equations ","The Idea of Elimination","24","For which two numbers $a$ will elimination fail on"
"966","Chapter 2: Solving Linear Equations ","The Idea of Elimination","25","For which three numbers $a$ will elimination fail to give three pivots?"
"976","Chapter 2: Solving Linear Equations ","The Idea of Elimination","26","Look for a matrix that has row sums 4 and 8, and column sums 2 and $s$:"
"990","Chapter 2: Solving Linear Equations ","The Idea of Elimination","27","Elimination in the usual order gives what matrix $U$ and what solution to this ``lower triangular'' system? We are really solving by \textit{forward substitution}:"
"999","Chapter 2: Solving Linear Equations ","The Idea of Elimination","28","Create a \textcolor{blue!60!white}{MATLAB} command \texttt{A(2,:) = ...} for the new row 2, to subtract 3 times row 1 from the existing row 2 if the matrix $A$ is already known."
"1007","Chapter 2: Solving Linear Equations ","The Idea of Elimination","29","Find experimentally the average 1st and 2nd and 3rd pivot sizes from MATLAB's \texttt{[L,U] = lu(rand(3))}. The average size \texttt{abs(U(1,1))} is above $\frac{1}{2}$ because \te..."
"1009","Chapter 2: Solving Linear Equations ","The Idea of Elimination","30","If the last corner entry is $A(5,5) = 11$ and the last pivot of $A$ is $U(5,5) = 4$, what different entry $A(5,5)$ would have made $A$ singular?"
"1011","Chapter 2: Solving Linear Equations ","The Idea of Elimination","31","Suppose elimination takes $A$ to $U$ without row exchanges. Then row $j$ of $U$ is a combination of which rows of $A$? If $Ax = 0$, is $Ux = 0$? If $Ax = b$, is $Ux = b$? If $A$ st..."
"1013","Chapter 2: Solving Linear Equations ","The Idea of Elimination","32","Start with 100 equations $Ax = 0$ for 100 unknowns $x = (x_1, \dots, x_{100})$. Suppose elimination reduces the 100th equation to $0 = 0$, so the system is ``singular''."
"1026","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","1","Write down the $3$ by $3$ matrices that produce these elimination steps:"
"1033","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","2","In Problem 1, applying $E_{21}$ and then $E_{32}$ to $\boldsymbol{b} = (1,0,0)$ gives $E_{32}E_{21}\boldsymbol{b} = \underline{\hspace{3em}}$. Applying $E_{32}$ before $E_{21}$ giv..."
"1035","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","3","Which three matrices $E_{21}, E_{31}, E_{32}$ put $A$ into triangular form $U$?"
"1047","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","4","Include $\boldsymbol{b} = (1,0,0)$ as a fourth column in Problem 3 to produce $[A\mid\boldsymbol{b}]$. Carry out the elimination steps on this augmented matrix to solve $A\boldsymb..."
"1049","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","5","Suppose $a_{33} = 7$ and the third pivot is $5$. If you change $a_{33}$ to $11$, the third pivot is \underline{\hspace{3em}}. If you change $a_{33}$ to \underline{\hspace{3em}}, th..."
"1051","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","6","If every column of $A$ is a multiple of $(1,1,1)$, then $A\boldsymbol{x}$ is always a multiple of $(1,1,1)$. Do a $3$ by $3$ example. How many pivots are produced by elimination?"
"1053","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","7","Suppose $E$ subtracts $7$ times row $1$ from row $3$."
"1060","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","8","The \textbf{determinant} of $M = \begin{bmatrix} a & b \\ c & d \end{bmatrix}$ is $\det M = ad - bc$. Subtract $\ell$ times row $1$ from row $2$ to produce a new $M^*$. Show that $..."
"1062","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","9",""
"1068","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","10",""
"1075","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","11","Create a matrix that has $a_{11} = a_{22} = a_{33} = 1$ but elimination produces two negative pivots without row exchanges. (The first pivot is $1$.)"
"1077","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","12","Multiply these matrices:"
"1107","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","13","Explain these facts. If the third column of $B$ is all zero, the third column of $EB$ is all zero (for any $E$). If the third row of $B$ is all zero, the third row of $EB$ might \t..."
"1109","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","14","This $4$ by $4$ matrix will need elimination matrices $E_{21}$ and $E_{32}$ and $E_{43}$. What are those matrices?"
"1119","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","15","Write down the $3$ by $3$ matrix that has $a_{ij} = 2i - 3j$. This matrix has $a_{32} = 0$, but elimination still needs $E_{32}$ to produce a zero in the $(3,2)$ position. Which pr..."
"1126","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","16","Write these ancient problems in a $2$ by $2$ matrix form $A\boldsymbol{x} = \boldsymbol{b}$ and solve them:"
"1132","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","17","The parabola $y = a + bx + cx^2$ goes through the points $(x,y) = (1,4)$ and $(2,8)$ and $(3,14)$. Find and solve a matrix equation for the unknowns $(a,b,c)$."
"1134","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","18","Multiply these matrices in the orders $EF$ and $FE$:"
"1150","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","19","Multiply these row exchange matrices in the orders $PQ$ and $QP$ and $P^2$:"
"1166","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","20",""
"1172","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","21","If $E$ adds row 1 to row 2 and $F$ adds row 2 to row 1, does $EF$ equal $FE$?"
"1174","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","22","The entries of $A$ and $\boldsymbol{x}$ are $a_{ij}$ and $x_j$. So the first component of $A\boldsymbol{x}$ is $\sum a_{1j}x_j = a_{11}x_1 + \cdots + a_{1n}x_n$. If $E_{21}$ subtra..."
"1182","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","23","The elimination matrix $E = \begin{bmatrix} -2 & 0 \\ 0 & 1 \end{bmatrix}$ subtracts 2 times row 1 of $A$ from row 2 of $A$. The result is $EA$. What is the effect of $E(AE)$? In t..."
"1190","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","24","Apply elimination to the $2$ by $3$ augmented matrix $[\,A \mid \boldsymbol{b}\,]$. What is the triangular system $U\boldsymbol{x} = \boldsymbol{c}$? What is the solution $\boldsym..."
"1206","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","25","Apply elimination to the $3$ by $4$ augmented matrix $[\,A \mid \boldsymbol{b}\,]$. How do you know this system has no solution? Change the last number $6$ so there is a solution."
"1223","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","26","The equations $A\boldsymbol{x} = \boldsymbol{b}$ and $A\boldsymbol{x}^* = \boldsymbol{b}^*$ have the same matrix $A$. What double augmented matrix should you use in elimination to ..."
"1250","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","27","Choose the numbers $a,b,c,d$ in this augmented matrix so that there is (a) no solution (b) infinitely many solutions."
"1261","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","28","If $AB = I$ and $BC = I$ use the associative law to prove $A = C$."
"1266","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","29","Find the triangular matrix $E$ that reduces ``Pascal's matrix'' to a smaller Pascal:"
"1285","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","30","Write $M = \begin{bmatrix} 3 & 4 \\ 6 & 7 \end{bmatrix}$ as a product of many factors $A = \begin{bmatrix} 1 & 0 \\ 1 & 1 \end{bmatrix}$ and $B = \begin{bmatrix} 1 & 1 \\ 0 & 1 \en..."
"1294","Chapter 2: Solving Linear Equations ","Elimination Using Matrices","31","Find elimination matrices $E_{21}$ then $E_{32}$ then $E_{43}$ to change $K$ into $U$:"
"1312","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","1","$A$ is $3$ by $5$, $B$ is $5$ by $3$, $C$ is $5$ by $1$, and $D$ is $3$ by $1$. All entries are $1$. Which of these matrix operations are allowed, and what are the results?"
"1317","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","2","What rows or columns or matrices do you multiply to find"
"1325","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","3","Add $AB$ to $AC$ and compare with $A(B+C)$:"
"1334","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","4","In Problem 3, multiply $A$ times $BC$. Then multiply $AB$ times $C$."
"1336","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","5","Compute $A^2$ and $A^3$. Make a prediction for $A^5$ and $A^n$:"
"1343","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","6","Show that $(A+B)^2$ is different from $A^2 + 2AB + B^2$, when"
"1351","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","7","True or false. Give a specific example when false:"
"1359","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","8","How is each row of $DA$ and $EA$ related to the rows of $A$, when"
"1369","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","9","Row 1 of $A$ is added to row 2. This gives $EA$ below. Then column 1 of $EA$ is added to column 2 to produce $(EA)F$:"
"1383","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","10","Row 1 of $A$ is again added to row 2 to produce $EA$. Then $F$ adds row 2 of $EA$ to row 1. The result is $F(EA)$:"
"1394","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","11","This fact still amazes me. If you do a row operation on $A$ and then a column operation, the result is the same as if you did the column operation first. (Try it.) Why is this true..."
"1396","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","12","(3 by 3 matrices) Choose the only $B$ so that for every matrix $A$"
"1404","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","13","Suppose $AB = BA$ and $AC = CA$ for these two particular matrices $B$ and $C$:"
"1414","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","14","Which of the following matrices are guaranteed to equal $(A-B)^2$: \quad $A^2 - B^2$, \quad $(B-A)^2$, \quad $A^2 - 2AB + B^2$, \quad $A(A-B) - B(A-B)$, \quad $A^2 - AB - BA + B^2$..."
"1416","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","15","True or false:"
"1424","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","16","If $A$ is $m$ by $n$, how many separate multiplications are involved when"
"1431","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","17","For $A = \begin{bmatrix} 2 & -1 \\ 3 & -2 \end{bmatrix}$ and $B = \begin{bmatrix} 1 & 0 & 4 \\ 0 & 6 & 0 \end{bmatrix}$, compute these answers \textit{and nothing more}:"
"1444","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","18","Write down the 3 by 3 matrix $A$ whose entries are"
"1451","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","19","What words would you use to describe each of these classes of matrices? Give a 3 by 3 example in each class. Which matrix belongs to all four classes?"
"1459","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","20","The entries of $A$ are $a_{ij}$. Assuming that zeros don't appear, what is"
"1472","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","21","Compute $A^2$, $A^3$, $A^4$ and also $A\boldsymbol{v}$, $A^2\boldsymbol{v}$, $A^3\boldsymbol{v}$, $A^4\boldsymbol{v}$ for"
"1484","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","22","By trial and error find real nonzero 2 by 2 matrices such that"
"1489","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","23",""
"1495","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","24","By experiment with $n=2$ and $n=3$ predict $A^n$ for these matrices:"
"1509","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","25","Multiply $A$ times $I$ using columns of $A$ ($3$ by $3$) times rows of $I$."
"1511","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","26","Multiply $AB$ using columns times rows:"
"1520","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","27","Show that the product of upper triangular matrices is always upper triangular:"
"1531","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","28","Draw the cuts in $A$ ($2$ by $3$) and $B$ ($3$ by $4$) and $AB$ to show how each of the four multiplication rules is really a block multiplication:"
"1541","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","29","Which matrices $E_{21}$ and $E_{31}$ produce zeros in the $(2,1)$ and $(3,1)$ positions of $E_{21}A$ and $E_{31}A$?"
"1547","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","30","Block multiplication says that column 1 is eliminated by"
"1555","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","31","With $i^2 = -1$, the product of $(A + iB)$ and $(x + iy)$ is $Ax + iBx + iAy - By$. Use blocks to separate the real part without $i$ from the imaginary part that multiplies $i$:"
"1567","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","32","(Very important) Suppose you solve $A\boldsymbol{x} = \boldsymbol{b}$ for three special right sides $\boldsymbol{b}$:"
"1577","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","33","If the three solutions in Question 32 are $\boldsymbol{x}_1 = (1,1,1)$ and $\boldsymbol{x}_2 = (0,1,1)$ and $\boldsymbol{x}_3 = (0,0,1)$, solve $A\boldsymbol{x} = \boldsymbol{b}$ w..."
"1579","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","34","Find all matrices $A = \begin{bmatrix} a & b \\ c & d \end{bmatrix}$ that satisfy $A\begin{bmatrix} 1 & 1 \\ 1 & 1 \end{bmatrix} = \begin{bmatrix} 1 & 1 \\ 1 & 1 \end{bmatrix}A$."
"1581","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","35","Suppose a ``circle graph'' has 4 nodes connected (in both directions) by edges around a circle. What is its adjacency matrix $S$ from Worked Example 2.4 A? What is $S^2$? Find all ..."
"1587","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","36","Practical question\quad Suppose $A$ is $m$ by $n$, $B$ is $n$ by $p$, and $C$ is $p$ by $q$. Then the multiplication count is $mnp$ for $AB + mpq$ for $(AB)C$. The same matrix come..."
"1594","Chapter 2: Solving Linear Equations ","Rules for Matrix Operations","37","To prove that $(AB)C = A(BC)$, use the column vectors $\boldsymbol{b}_1,\dots,\boldsymbol{b}_n$ of $B$. First suppose that $C$ has only one column $\boldsymbol{c}_1,\dots,\boldsymb..."
